"term","categories","variant_names","wikipedia_en","wikipedia_he","selected_anchor_text","hebrew_term","chavrutai_search_url","wiki_match_source"
"Rabbi Ya’akov from Nehar Pekod","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Ya%E2%80%99akov%20from%20Nehar%20Pekod",""
"Rabbi Ya’akov of the village of Ḥitiyya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Ya%E2%80%99akov%20of%20the%20village%20of%20%E1%B8%A4itiyya",""
"Rabbi Ya’akov, brother of Rav Aḥa bar Ya’akov","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Ya%E2%80%99akov%2C%20brother%20of%20Rav%20A%E1%B8%A5a%20bar%20Ya%E2%80%99akov",""
"Rabbi Ya’akov, son of Rabbi Ḥanina","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Ya%E2%80%99akov%2C%20son%20of%20Rabbi%20%E1%B8%A4anina",""
"Rabbi Ya’akov, son of the daughter of Ya’akov","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Ya%E2%80%99akov%2C%20son%20of%20the%20daughter%20of%20Ya%E2%80%99akov",""
"Rabbi Yaakov","names","Rabbi Ya’akov","","","","","https://chavrutai.com/search?q=Rabbi%20Yaakov",""
"Rabbi Yanai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yanai",""
"Rabbi Yannai","names","","https://en.wikipedia.org/wiki/Rabbi_Yannai","","R' Yannai","","https://chavrutai.com/search?q=Rabbi%20Yannai","blog"
"Rabbi Yannai bar Naḥmani","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%20bar%20Na%E1%B8%A5mani",""
"Rabbi Yannai bar Yishmael","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%20bar%20Yishmael",""
"Rabbi Yannai the Elder","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%20the%20Elder",""
"Rabbi Yannai the Great","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%20the%20Great",""
"Rabbi Yannai, son of Rabbi Yannai the Elder","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%2C%20son%20of%20Rabbi%20Yannai%20the%20Elder",""
"Rabbi Yannai, son of Rabbi Yishmael","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%2C%20son%20of%20Rabbi%20Yishmael",""
"Rabbi Yannai’s daughters","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yannai%E2%80%99s%20daughters",""
"Rabbi Yeḥiel","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Ye%E1%B8%A5iel",""
"Rabbi Yehoshua","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua",""
"Rabbi Yehoshua bar Abba","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20bar%20Abba",""
"Rabbi Yehoshua bar Ḥananya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20bar%20%E1%B8%A4ananya",""
"Rabbi Yehoshua bar Memel","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20bar%20Memel",""
"Rabbi Yehoshua ben Beteira","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Beteira",""
"Rabbi Yehoshua ben Elisha","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Elisha",""
"Rabbi Yehoshua ben Ḥananya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20%E1%B8%A4ananya",""
"Rabbi Yehoshua ben Ḥinnana","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20%E1%B8%A4innana",""
"Rabbi Yehoshua ben Hyrcanus","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Hyrcanus",""
"Rabbi Yehoshua ben Kefusai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Kefusai",""
"Rabbi Yehoshua ben Kefutzai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Kefutzai",""
"Rabbi Yehoshua ben Korḥa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Kor%E1%B8%A5a",""
"Rabbi Yehoshua ben Levi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Levi",""
"Rabbi Yehoshua ben Levi’s son","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Levi%E2%80%99s%20son",""
"Rabbi Yehoshua ben Peraḥya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Pera%E1%B8%A5ya",""
"Rabbi Yehoshua ben Petter Rosh","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Petter%20Rosh",""
"Rabbi Yehoshua ben Uza’a","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Uza%E2%80%99a",""
"Rabbi Yehoshua ben Zeruz, son of the father-in-law of Rabbi Meir","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20ben%20Zeruz%2C%20son%20of%20the%20father-in-law%20of%20Rabbi%20Meir",""
"Rabbi Yehoshua Deroma","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20Deroma",""
"Rabbi Yehoshua HaGarsi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20HaGarsi",""
"Rabbi Yehoshua of Sikhnei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%20of%20Sikhnei",""
"Rabbi Yehoshua, son of Rabbi Ḥananya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%2C%20son%20of%20Rabbi%20%E1%B8%A4ananya",""
"Rabbi Yehoshua, son of Rav Idi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehoshua%2C%20son%20of%20Rav%20Idi",""
"Rabbi Yehuda","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda",""
"Rabbi Yehuda bar Ami","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Ami",""
"Rabbi Yehuda bar Bizna","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Bizna",""
"Rabbi Yehuda bar Elai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Elai",""
"Rabbi Yehuda bar Ḥanina","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20%E1%B8%A4anina",""
"Rabbi Yehuda bar Ḥaviva","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20%E1%B8%A4aviva",""
"Rabbi Yehuda bar Ilai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Ilai",""
"Rabbi Yehuda bar Liva’ei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Liva%E2%80%99ei",""
"Rabbi Yehuda bar Livai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Livai",""
"Rabbi Yehuda bar Masparta","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Masparta",""
"Rabbi Yehuda bar Naḥmani","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Na%E1%B8%A5mani",""
"Rabbi Yehuda bar Naḥmani, the disseminator for Reish Lakish","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Na%E1%B8%A5mani%2C%20the%20disseminator%20for%20Reish%20Lakish",""
"Rabbi Yehuda bar Rabbi Elai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Rabbi%20Elai",""
"Rabbi Yehuda bar Sheila","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Sheila",""
"Rabbi Yehuda bar Sheilat","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Sheilat",""
"Rabbi Yehuda bar Zavdi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Zavdi",""
"Rabbi Yehuda bar Zevida","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Zevida",""
"Rabbi Yehuda bar Zevina","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20bar%20Zevina",""
"Rabbi Yehuda ben Agra","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Agra",""
"Rabbi Yehuda ben Bava","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Bava",""
"Rabbi Yehuda ben Beteira","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Beteira",""
"Rabbi Yehuda ben Dostai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Dostai",""
"Rabbi Yehuda ben Gadish","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Gadish",""
"Rabbi Yehuda ben Gamda of the village of Akko","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Gamda%20of%20the%20village%20of%20Akko",""
"Rabbi Yehuda ben Gamliel","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Gamliel",""
"Rabbi Yehuda ben Kanosa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Kanosa",""
"Rabbi Yehuda ben Lakish","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Lakish",""
"Rabbi Yehuda ben Levi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Levi",""
"Rabbi Yehuda ben Menasya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Menasya",""
"Rabbi Yehuda ben Naḥmani, the disseminator of Rabbi Shimon ben Lakish","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Na%E1%B8%A5mani%2C%20the%20disseminator%20of%20Rabbi%20Shimon%20ben%20Lakish",""
"Rabbi Yehuda ben Neḥemya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Ne%E1%B8%A5emya",""
"Rabbi Yehuda ben Nekosa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Nekosa",""
"Rabbi Yehuda ben Pazi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Pazi",""
"Rabbi Yehuda ben Rabbi Shimon","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Rabbi%20Shimon",""
"Rabbi Yehuda ben Roetz","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Roetz",""
"Rabbi Yehuda ben Safra","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Safra",""
"Rabbi Yehuda ben Sheila","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Sheila",""
"Rabbi Yehuda ben Shimon","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Shimon",""
"Rabbi Yehuda ben Tabbai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Tabbai",""
"Rabbi Yehuda ben Teima","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Teima",""
"Rabbi Yehuda ben Ya’ir","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20ben%20Ya%E2%80%99ir",""
"Rabbi Yehuda from India","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20from%20India",""
"Rabbi Yehuda Gelostera","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20Gelostera",""
"Rabbi Yehuda HaNasi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20HaNasi",""
"Rabbi Yehuda Ḥayyata","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20%E1%B8%A4ayyata",""
"Rabbi Yehuda Nesia","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20Nesia",""
"Rabbi Yehuda Nesia, son of Rabban Gamliel son of Rabbi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20Nesia%2C%20son%20of%20Rabban%20Gamliel%20son%20of%20Rabbi",""
"Rabbi Yehuda of the village of Neviraya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20of%20the%20village%20of%20Neviraya",""
"Rabbi Yehuda of the West","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20of%20the%20West",""
"Rabbi Yehuda son of Rabbi El’ai","names","Rabbi Yehuda, son of Rabbi El’ai; Rabbi Yehuda, son of Rabbi Elai","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20son%20of%20Rabbi%20El%E2%80%99ai",""
"Rabbi Yehuda the baker","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20the%20baker",""
"Rabbi Yehuda the Cutter","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20the%20Cutter",""
"Rabbi Yehuda the Distinguished","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20the%20Distinguished",""
"Rabbi Yehuda the Keen","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%20the%20Keen",""
"Rabbi Yehuda, a man of Kefar Gibboraya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20a%20man%20of%20Kefar%20Gibboraya",""
"Rabbi Yehuda, son of Rabban Yoḥanan","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabban%20Yo%E1%B8%A5anan",""
"Rabbi Yehuda, son of Rabbi Ḥanina","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20%E1%B8%A4anina",""
"Rabbi Yehuda, son of Rabbi Ḥiyya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20%E1%B8%A4iyya",""
"Rabbi Yehuda, son of Rabbi Ilai","names","Rabbi Yehuda, son of Rabbi Ila’i","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20Ilai",""
"Rabbi Yehuda, son of Rabbi Naḥmani, the disseminator Reish Lakish","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20Na%E1%B8%A5mani%2C%20the%20disseminator%20Reish%20Lakish",""
"Rabbi Yehuda, son of Rabbi Shalom","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20Shalom",""
"Rabbi Yehuda, son of Rabbi Shimon","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20Shimon",""
"Rabbi Yehuda, son of Rabbi Shimon ben Pazi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20Shimon%20ben%20Pazi",""
"Rabbi Yehuda, son of Rabbi Simon","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20Rabbi%20Simon",""
"Rabbi Yehuda, son of the sister of Rabbi Yosei bar Ḥanina","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%2C%20son%20of%20the%20sister%20of%20Rabbi%20Yosei%20bar%20%E1%B8%A4anina",""
"Rabbi Yehuda’s wife","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yehuda%E2%80%99s%20wife",""
"Rabbi Yeimar bar Shelamya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yeimar%20bar%20Shelamya",""
"Rabbi Yeshevav","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yeshevav",""
"Rabbi Yirmeya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya",""
"Rabbi Yirmeya bar Abba","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20bar%20Abba",""
"Rabbi Yirmeya bar Elazar","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20bar%20Elazar",""
"Rabbi Yirmeya bar Taḥlifa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20bar%20Ta%E1%B8%A5lifa",""
"Rabbi Yirmeya ben Elazar","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20ben%20Elazar",""
"Rabbi Yirmeya Bira’a","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20Bira%E2%80%99a",""
"Rabbi Yirmeya of Difti","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20of%20Difti",""
"Rabbi Yirmeya the Great","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yirmeya%20the%20Great",""
"Rabbi Yishamel, son of Rabbi Yoḥanan ben Beroka","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishamel%2C%20son%20of%20Rabbi%20Yo%E1%B8%A5anan%20ben%20Beroka",""
"Rabbi Yishmael","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael",""
"Rabbi Yishmael bar Abba","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20bar%20Abba",""
"Rabbi Yishmael bar Elisha","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20bar%20Elisha",""
"Rabbi Yishmael bar Rabbi Yitzḥak","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20bar%20Rabbi%20Yitz%E1%B8%A5ak",""
"Rabbi Yishmael bar Rabbi Yosei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20bar%20Rabbi%20Yosei",""
"Rabbi Yishmael bar Yosei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20bar%20Yosei",""
"Rabbi Yishmael ben Beroka","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Beroka",""
"Rabbi Yishmael ben Elazar","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Elazar",""
"Rabbi Yishmael ben Elisha","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Elisha",""
"Rabbi Yishmael ben Elisha the High Priest","names","Rabbi Yishmael ben Elisha, the High Priest","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Elisha%20the%20High%20Priest",""
"Rabbi Yishmael ben Kimḥit","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Kim%E1%B8%A5it",""
"Rabbi Yishmael ben Loga","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Loga",""
"Rabbi Yishmael ben Pabi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Pabi",""
"Rabbi Yishmael ben Pavi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Pavi",""
"Rabbi Yishmael ben Rabbi Yosei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Rabbi%20Yosei",""
"Rabbi Yishmael ben Satriel, from Arkat Leveina","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Satriel%2C%20from%20Arkat%20Leveina",""
"Rabbi Yishmael ben Ya’akov","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Ya%E2%80%99akov",""
"Rabbi Yishmael ben Yehotzadak","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Yehotzadak",""
"Rabbi Yishmael ben Zeirud","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20ben%20Zeirud",""
"Rabbi Yishmael son of Rabbi Yochanan ben Berokah","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%20son%20of%20Rabbi%20Yochanan%20ben%20Berokah",""
"Rabbi Yishmael, son of Rabbi Elazar ben Azarya","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%2C%20son%20of%20Rabbi%20Elazar%20ben%20Azarya",""
"Rabbi Yishmael, son of Rabbi Yehuda ben Beroka","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%2C%20son%20of%20Rabbi%20Yehuda%20ben%20Beroka",""
"Rabbi Yishmael, son of Rabbi Yoḥanan ben Beroka","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%2C%20son%20of%20Rabbi%20Yo%E1%B8%A5anan%20ben%20Beroka",""
"Rabbi Yishmael, son of Rabbi Yosef","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%2C%20son%20of%20Rabbi%20Yosef",""
"Rabbi Yishmael, son of Rabbi Yosei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%2C%20son%20of%20Rabbi%20Yosei",""
"Rabbi Yishmael, son of Yoḥanan ben Beroka","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yishmael%2C%20son%20of%20Yo%E1%B8%A5anan%20ben%20Beroka",""
"Rabbi Yitzḥak","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak",""
"Rabbi Yitzḥak bar Abba","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Abba",""
"Rabbi Yitzḥak bar Adda","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Adda",""
"Rabbi Yitzḥak bar Ami","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Ami",""
"Rabbi Yitzḥak bar Ashyan","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Ashyan",""
"Rabbi Yitzḥak bar Avdimi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Avdimi",""
"Rabbi Yitzḥak bar Avin","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Avin",""
"Rabbi Yitzḥak bar Avudimi","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Avudimi",""
"Rabbi Yitzḥak bar bar Ḥana","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20bar%20%E1%B8%A4ana",""
"Rabbi Yitzḥak bar Bisna","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Bisna",""
"Rabbi Yitzḥak bar Elazar","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Elazar",""
"Rabbi Yitzḥak bar Marta","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Marta",""
"Rabbi Yitzhak bar Naḥmani","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitzhak%20bar%20Na%E1%B8%A5mani",""
"Rabbi Yitzḥak bar Naḥmani","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Na%E1%B8%A5mani",""
"Rabbi Yitzḥak bar Nappaḥa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Nappa%E1%B8%A5a",""
"Rabbi Yitzḥak bar Rabbi Yosei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Rabbi%20Yosei",""
"Rabbi Yitzḥak bar Rav Ya’akov bar Giyyorei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Rav%20Ya%E2%80%99akov%20bar%20Giyyorei",""
"Rabbi Yitzḥak bar Rav Yosef","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Rav%20Yosef",""
"Rabbi Yitzḥak bar Redifa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Redifa",""
"Rabbi Yitzḥak bar Shmuel","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Shmuel",""
"Rabbi Yitzhak bar Shmuel bar Marta","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitzhak%20bar%20Shmuel%20bar%20Marta",""
"Rabbi Yitzḥak bar Shmuel bar Marta","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Shmuel%20bar%20Marta",""
"Rabbi Yitzḥak bar Tavla","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Tavla",""
"Rabbi Yitzḥak bar Yosef","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Yosef",""
"Rabbi Yitzḥak bar Yosei","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Yosei",""
"Rabbi Yitzḥak bar Ze’iri","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20bar%20Ze%E2%80%99iri",""
"Rabbi Yitzhak ben Aḥa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitzhak%20ben%20A%E1%B8%A5a",""
"Rabbi Yitzḥak ben Ela","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Ela",""
"Rabbi Yitzḥak ben Elazar","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Elazar",""
"Rabbi Yitzḥak ben Elyashiv","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Elyashiv",""
"Rabbi Yitzḥak ben Ḥakla","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20%E1%B8%A4akla",""
"Rabbi Yitzḥak ben Ḥalov","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20%E1%B8%A4alov",""
"Rabbi Yitzḥak ben Pineḥas","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Pine%E1%B8%A5as",""
"Rabbi Yitzḥak ben Tavla","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Tavla",""
"Rabbi Yitzḥak ben Tavlai","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Tavlai",""
"Rabbi Yitzḥak ben Yosef","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Yosef",""
"Rabbi Yitzḥak ben Ze’eira","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Ze%E2%80%99eira",""
"Rabbi Yitzḥak ben Ze’eiri","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20ben%20Ze%E2%80%99eiri",""
"Rabbi Yitzḥak from Migdal","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20from%20Migdal",""
"Rabbi Yitzḥak Nappaḥa","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20Nappa%E1%B8%A5a",""
"Rabbi Yitzḥak of Kartignin","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20of%20Kartignin",""
"Rabbi Yitzḥak of Migdal","names","","","","","","https://chavrutai.com/search?q=Rabbi%20Yitz%E1%B8%A5ak%20of%20Migdal",""
