"term","existing_wikipedia_en","verified_wikipedia_en","verified_wikipedia_he","hebrew_title_from_langlink","resolved_title","verification_status","notes"
"Yehoram ben Ahab","","","","","","no_exact_page",""
"Yishai","","https://en.wikipedia.org/wiki/Jesse_(biblical_figure)","","","Jesse (biblical figure)","verified_exact_or_redirect",""
"Yishai, father of David","","","","","","no_exact_page",""
"Yitro","https://en.wikipedia.org/wiki/Yitro#Sixth_reading%E2%80%94Exodus_19:20%E2%80%9320:14","https://en.wikipedia.org/wiki/Yitro","","","Yitro","verified_exact_or_redirect",""
"Yoav","","https://en.wikipedia.org/wiki/Yoav","","","Yoav","verified_exact_or_redirect",""
"Zadok","https://en.wikipedia.org/wiki/Zadok","https://en.wikipedia.org/wiki/Zadok","","","Zadok","verified_exact_or_redirect",""
"Zadok the priest","","https://en.wikipedia.org/wiki/Zadok_the_Priest","","","Zadok the Priest","verified_exact_or_redirect",""
"Zebulun","https://en.wikipedia.org/wiki/Tribe_of_Zebulun","https://en.wikipedia.org/wiki/Zebulun","","","Zebulun","verified_exact_or_redirect",""
"Zechariah","https://en.wikipedia.org/wiki/Zechariah_(prophet)","https://en.wikipedia.org/wiki/Zechariah","","","Zechariah","disambiguation_only","resolved to disambiguation page"
"Zechariah , son of Iddo","","","","","","no_exact_page",""
"Zechariah, son of Iddo","","","","","","no_exact_page",""
"Zechariah, son of Ido","","","","","","no_exact_page",""
"Zedekiah","https://en.wikipedia.org/wiki/Zedekiah","https://en.wikipedia.org/wiki/Zedekiah","https://he.wikipedia.org/wiki/%D7%A6%D7%93%D7%A7%D7%99%D7%94%D7%95","צדקיהו","Zedekiah","verified_exact_or_redirect",""
"Zedekiah, son of Chenaanah","","","","","","no_exact_page",""
"Zelek the Ammonite","","","","","","no_exact_page",""
"Zelophehad","","https://en.wikipedia.org/wiki/Daughters_of_Zelophehad","","","Daughters of Zelophehad","verified_exact_or_redirect",""
"Zelophehad’s daughters","","","","","","no_exact_page",""
"Zephania","","https://en.wikipedia.org/wiki/Zephania","","","Zephania","verified_exact_or_redirect",""
"Zephaniah","","https://en.wikipedia.org/wiki/Zephaniah","https://he.wikipedia.org/wiki/%D7%A6%D7%A4%D7%A0%D7%99%D7%94_%D7%91%D7%9F_%D7%9B%D7%95%D7%A9%D7%99","צפניה בן כושי","Zephaniah","verified_exact_or_redirect",""
"Zeresh","https://en.wikipedia.org/wiki/Zeresh","https://en.wikipedia.org/wiki/Zeresh","","","Zeresh","verified_exact_or_redirect",""
"Zerubavel","","https://en.wikipedia.org/wiki/Zerubbabel","","","Zerubbabel","verified_exact_or_redirect",""
"Zerubbabel","https://en.wikipedia.org/wiki/Zerubbabel","https://en.wikipedia.org/wiki/Zerubbabel","","","Zerubbabel","verified_exact_or_redirect",""
"Zeruiah","","https://en.wikipedia.org/wiki/Zeruiah","","","Zeruiah","verified_exact_or_redirect",""
"Ziba","https://en.wikipedia.org/wiki/Ziba_(biblical_figure)","https://en.wikipedia.org/wiki/Ziba","","","Ziba","disambiguation_only","resolved to disambiguation page"
"Zibeon","","https://en.wikipedia.org/wiki/Zibeon","","","Zibeon","verified_exact_or_redirect",""
"Zimri","https://en.wikipedia.org/wiki/Zimri_(prince)","https://en.wikipedia.org/wiki/Zimri","","","Zimri","disambiguation_only","resolved to disambiguation page"
"Zimri, son of Salu","","","","","","no_exact_page",""
"Zipporah","https://en.wikipedia.org/wiki/Zipporah","https://en.wikipedia.org/wiki/Zipporah","","","Zipporah","verified_exact_or_redirect",""
"Zophar the Naamathite","https://en.wikipedia.org/wiki/Zophar","https://en.wikipedia.org/wiki/Zophar","","","Zophar","verified_exact_or_redirect",""
